,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,id,docket_id
93108,0.2763570964486566,0.13134438450290697,0.00181865067378061,0.0018182143688486552,0.0018182815515583389,0.0018187943607420492,0.4589968558472075,0.0018182848195405965,0.001818389687598414,0.12239104773916025,09000064847e7e95,FNS-2020-0015
51743,0.0009260171853725649,0.0009259952730035943,0.0009259463817955753,0.0009259281826032156,0.0009259259981038195,0.0009259698704323592,0.0009259577727463045,0.00092601624644629,0.9916662467880911,0.000925996301405198,09000064843e6ab3,FNS-2019-0007
116772,0.9921732194997565,0.0008696264782276369,0.0008696993216986861,0.00086957141347463,0.0008695750606527057,0.0008696985846015669,0.0008695936973704326,0.0008696336521408694,0.000869638639049805,0.0008697436530271514,09000064847e329a,FNS-2020-0015
53143,0.0009434986673193845,0.0009434654871965098,0.000943417467794084,0.0009433985710093684,0.000943396302962435,0.0009434418570181579,0.0009434294127138216,0.0009435070932935197,0.9915089874536878,0.0009434576870049848,09000064843eb365,FNS-2019-0007
28713,0.9896546204523629,0.0011496108925973388,0.0011494595595228825,0.0011494348910974245,0.001149440370754757,0.0011494764119894627,0.0011494540159101886,0.0011494794170309234,0.001149522334473044,0.0011495016542611635,090000648439cf11,FNS-2019-0001
1290,0.00909128567573327,0.009091287764772265,0.009090909113182631,0.009091107236672676,0.009092020858315725,0.009093949341604927,0.9181748519979755,0.009091581721191153,0.009091478175462693,0.00909152811508907,09000064841bc02b,FNS-2019-0009
77191,0.0008000331925933109,0.0008000238219193799,0.0008000763388922015,0.0008000953571211312,0.0008000175797612339,0.0008000501895644932,0.0008000914544212705,0.0008002510102280863,0.9927993049705708,0.000800056084928072,09000064843ebcb9,FNS-2019-0007
3307,0.04920006096926225,0.0014290440983811751,0.0014285901985815106,0.0014286781154938574,0.0014286383153590176,0.0014287777839811677,0.9393700129624717,0.0014286625365053187,0.0014287538231469758,0.001428781196816992,09000064840ec199,FNS-2018-0037
75460,0.0009346771991221999,0.0009346478224458997,0.0009346002876222612,0.0009345817485727089,0.0009345800163350565,0.000934624215370469,0.0009346176725049496,0.0009346716000355427,0.9915883588503211,0.0009346405876697686,09000064843febc5,FNS-2019-0007
69329,0.0009346705157743979,0.0009346520204537132,0.0009346002901370466,0.0009345817529471179,0.0009345864854370126,0.000934624215647125,0.0009346124330587411,0.0009346715697267479,0.9915883553812829,0.0009346453355351296,0900006484401bf3,FNS-2019-0007
136842,0.002439511073016581,0.02407890538778569,0.002439058438501343,0.002439216806212455,0.0024390244509243835,0.0024395087393376557,0.956406870055495,0.0024390625477554296,0.0024393359963727924,0.002439506504598697,0900006483fadb71,FNS-2018-0037
143944,0.10015099014550374,0.04370178474709758,0.0008266327125827988,0.0008266080108344379,0.5448760048800864,0.041472604553040686,0.12900815523502848,0.015278680724547739,0.014449257014366888,0.10940928197691117,090000648412581f,FNS-2019-0001
132661,0.0010102792828437328,0.039103489513063326,0.0010101249316887195,0.0010101470972724378,0.0010101054173166425,0.0010102028592243037,0.0010101722500082402,0.0010101567531856932,0.0010102936817866582,0.9528150282136102,0900006484062b0c,FNS-2019-0001
43668,0.0005747995674876145,0.0005747686193363641,0.000574765627481882,0.0005747253984819874,0.0005747243402176426,0.0005747837853291217,0.0005747452181590443,0.000574750261966922,0.0005747594140832777,0.9948271777674562,0900006484406e76,FNS-2019-0001
106767,0.0007577067731086856,0.9931814478735185,0.0007575918340418798,0.0007575822548105718,0.0007575837587587364,0.0007576138315850746,0.0007575945862213103,0.00075760840813974,0.0007576343345151825,0.0007576363453002213,09000064847ca662,FNS-2020-0015
59904,0.0009434961933215361,0.0009434648266509576,0.0009434174664406759,0.000943398568918825,0.0009433963005144877,0.0009434418565579979,0.0009434297869238234,0.0009434903826668294,0.9915089995693119,0.0009434650486928845,09000064843ea84a,FNS-2019-0007
7678,0.014286236421133015,0.014290944216770145,0.01428680087449946,0.0142862010781224,0.014285714334107158,0.014286426847191648,0.8714057566249392,0.014289940113372009,0.014295541612238838,0.014286437877626113,0900006484106a92,FNS-2018-0037
114866,0.9921732194997565,0.0008696264782276369,0.0008696993216986861,0.00086957141347463,0.0008695750606527057,0.0008696985846015669,0.0008695936973704326,0.0008696336521408694,0.000869638639049805,0.0008697436530271514,09000064847db622,FNS-2020-0015
111565,0.00075200021022196,0.9932327266540422,0.0007518955322233873,0.0007518860963442045,0.0007518875772280505,0.0007519171994502474,0.0007518983730518666,0.0007519118574989329,0.0007519373311113925,0.0007519391688273283,09000064847c752b,FNS-2020-0015
136883,0.0025004292290666764,0.0025000549106081655,0.002500465667070562,0.0025000480906756497,0.0025000161563586373,0.002500858232054062,0.9774950456145389,0.0025005820478860106,0.0025018026125084936,0.002500697439232879,0900006483faa91c,FNS-2018-0037
131082,0.0010205979083089988,0.0010206803355180167,0.0010204323027165492,0.0010204240640630231,0.0010204125726953148,0.0010205029549775191,0.0010204621442914284,0.0010204640012523528,0.0010206145950355137,0.9908154091211413,0900006484061566,FNS-2019-0001
24458,0.9896546152567188,0.0011496155249519112,0.0011494595560284226,0.0011494348849799085,0.0011494410608209505,0.0011494764116293948,0.0011494526969987756,0.001149466196778388,0.0011495373859453234,0.0011495010251480397,090000648439ee0b,FNS-2019-0001
118083,0.0007576981279155243,0.993181459211105,0.0007575918332983787,0.000757582253570004,0.0007575837572907187,0.0007576138314053841,0.0007575963937731969,0.0007576084078452647,0.000757632098592744,0.000757634085203738,09000064847e5c1a,FNS-2020-0015
101471,0.0007577010595559312,0.9931814455751335,0.000757591832884649,0.0007575822528415683,0.0007575965407630408,0.0007576138313831578,0.0007575961857903215,0.0007576024698322868,0.0007576324489280603,0.0007576378028874037,09000064847c766e,FNS-2020-0015
81165,0.00024454045737584815,0.000244545593836539,0.0002445306431078758,0.00024450773863619635,0.00024450048040405804,0.9977992265029972,0.00024452169610463063,0.00024452636878206224,0.00024452486951760216,0.00024457564923793253,090000648449b321,FNS-2019-0001
92229,0.09234135417571415,0.00033456801149678214,0.0003345613703193014,0.00033446956809306727,0.000334463864420278,0.0003345163911843605,0.8012664847658711,0.0003345404603543131,0.000334518129678771,0.10405052326286778,09000064847d56d4,FNS-2020-0015
67555,0.0009346800882180011,0.0009346546342217081,0.000934600280237734,0.0009346157480025894,0.000934579509178755,0.000934624214792528,0.0009346141206191756,0.0009346873873765947,0.9915883032570524,0.0009346407603005149,09000064843e5c7d,FNS-2019-0007
126495,0.0010206008509626653,0.0010206699749545052,0.0010204323080982198,0.0010204240733525769,0.0010204113726090234,0.0010205029555198659,0.0010204837502993155,0.001020487525498671,0.001020618007048406,0.9908153691816568,09000064840619ee,FNS-2019-0001
4128,0.004546861014582276,0.004545675155314589,0.00454562390408477,0.004545458279164099,0.004545669685445632,0.004546701064589634,0.959085927486012,0.004545543424087746,0.004545902266096536,0.004546637720622912,09000064841145f0,FNS-2018-0037
57892,0.0005747995674876145,0.0005747686193363641,0.000574765627481882,0.0005747253984819874,0.0005747243402176426,0.0005747837853291217,0.0005747452181590443,0.000574750261966922,0.0005747594140832777,0.9948271777674562,090000648444d381,FNS-2019-0001
14248,0.9896545237717773,0.0011496372104857243,0.001149472176539531,0.0011494348796558308,0.0011494996304303067,0.0011494764117135916,0.0011494687577466378,0.0011494661962032646,0.00114951653772609,0.0011495044277217254,090000648439997c,FNS-2019-0001
31207,0.989772119952274,0.0011365933727897314,0.0011363971231215615,0.0011363730124360665,0.0011363924565531839,0.0011364135964845481,0.0011363959799630258,0.00113640361391047,0.0011364619656857493,0.0011364489267819157,09000064843a2aa7,FNS-2019-0001
134466,0.0010418728836736092,0.0010420246257336306,0.0010416918339203219,0.0010416832477199017,0.001041670007031344,0.0010417655501906886,0.0010417216557003339,0.001041724876400462,0.001041878436624247,0.9906239668830055,090000648406e559,FNS-2019-0001
101335,0.000763486856239459,0.9931294121335001,0.0007633751028266613,0.0007633653759966975,0.0007633669031232611,0.0007633974393977439,0.0007633778974042735,0.0007633859029117608,0.0007634139827514282,0.0007634184058487331,09000064847c66fb,FNS-2020-0015
102932,0.0007577123051547491,0.9931814419447681,0.000757591833798945,0.0007575822543298542,0.000757584068266017,0.0007576138316578997,0.0007575958447563748,0.0007576024702067426,0.0007576386936730094,0.0007576367533885087,09000064847c7eea,FNS-2020-0015
81526,0.0007752876935685005,0.0007752626344600984,0.0007752333883629469,0.0007751999063896852,0.0007751980560517637,0.0007753171738394836,0.000775224523987247,0.0007752410771936492,0.000775241396322667,0.9930227941498241,090000648449d522,FNS-2019-0001
55642,0.0008130906809999354,0.0008130658207904731,0.07969983515181539,0.0008130099763851749,0.0008131723809590237,0.000813052480311122,0.00081307903562936,0.0008131063733716092,0.9137955020363057,0.0008130860634322576,09000064843e84e4,FNS-2019-0007
58867,0.0008772763310919022,0.0008772694231780791,0.0008772137110583361,0.000877351297418896,0.0008772822886864517,0.0008773394311663399,0.0008774026279814367,0.0008772764463645849,0.992104333004366,0.0008772554386880498,09000064843e5498,FNS-2019-0007
41308,0.0009260443249914138,0.0009260100904467959,0.0009259463830318264,0.0009259281843543966,0.0009259260001402079,0.0009259698710760983,0.0009259579839298044,0.0009260310306751196,0.9916661992559465,0.0009259868754079733,09000064843d9d95,FNS-2019-0007
94244,0.0006757428258300774,0.0006757270891376932,0.0006756831001963298,0.0006756851370114667,0.0006756761198924593,0.9939185828299453,0.0006757043239210118,0.0006756961349346135,0.0006757194340715776,0.0006757830050595984,09000064846a9044,FNS-2019-0001
134007,0.0010418455142954782,0.0010419897838143631,0.0010416918315531724,0.0010416832438739133,0.0010416712650842014,0.00104176548313816,0.0010417174899652153,0.0010417290206973927,0.0010418656201972366,0.9906240407473808,090000648406b90d,FNS-2019-0001
20208,0.9896546323690475,0.001149621071084962,0.001149459550629815,0.001149434875515181,0.0011494403523784604,0.001149476411095486,0.0011494526966354223,0.0011494661952262026,0.0011495159649782746,0.001149500513408642,090000648439c58d,FNS-2019-0001
61260,0.000934671455184596,0.0009346486555106451,0.0009346002846616188,0.0009345817432776005,0.0009345795183124375,0.0009346242152265727,0.0009346115210639191,0.0009346860694475505,0.9915883565571634,0.0009346399801516299,09000064843e5d5c,FNS-2019-0007
77258,0.0008000331925933109,0.0008000238219193799,0.0008000763388922015,0.0008000953571211312,0.0008000175797612339,0.0008000501895644932,0.0008000914544212705,0.0008002510102280863,0.9927993049705708,0.000800056084928072,09000064843ec908,FNS-2019-0007
70643,0.0009435204960507317,0.0009434651134541589,0.0009434174667316423,0.0009433985690752645,0.000943396300672615,0.0009434418570309303,0.0009434289627922041,0.000943490437555847,0.9915089830914031,0.0009434577052335103,09000064844036ef,FNS-2019-0007
58124,0.0009346733660462477,0.0009346500781872435,0.0009346002867674709,0.0009345817469257108,0.0009345795226153032,0.0009346242154791947,0.0009346115212302709,0.0009346862495451467,0.9915883523454767,0.0009346406677266914,09000064843e6d14,FNS-2019-0007
64226,0.9873229170511134,0.0014086731445309354,0.0014087036249229292,0.0014084539193540391,0.001408477795467268,0.0014085550264053808,0.0014084962748066136,0.0014085279658366844,0.0014086344996373933,0.0014085606979253032,0900006484457fa8,FNS-2019-0001
40571,0.016673945912530047,0.016666666670802476,0.016666666737708728,0.016666666790035947,0.016666666813321417,0.016666876870929572,0.8499789387854042,0.016674334629489217,0.016672101315194848,0.016667135474583403,09000064843d73b1,FNS-2019-0007
91445,0.0006757428258300774,0.0006757270891376932,0.0006756831001963298,0.0006756851370114667,0.0006756761198924593,0.9939185828299453,0.0006757043239210118,0.0006756961349346135,0.0006757194340715776,0.0006757830050595984,090000648467079c,FNS-2019-0001
40788,0.0008065296603075105,0.000806563550440462,0.0008067987821924918,0.0008068833049456373,0.0008065107067460842,0.0008064923533792007,0.04360587369839117,0.0008065219919976672,0.9499413178146823,0.0008065081369175481,09000064843e5b58,FNS-2019-0007
110360,0.0007519989411418395,0.9932327338649718,0.0007518955323376306,0.0007518860965466849,0.0007518878828686997,0.0007519171994583179,0.0007518982441493447,0.0007519060090877876,0.0007519384852835095,0.000751937744154338,09000064847c6b7b,FNS-2020-0015
61482,0.0009524826244132202,0.0009524540181108323,0.0009524026034733751,0.0009523833430745196,0.0009524204103567333,0.0009524274621639987,0.0009524147780448702,0.000952477198658544,0.9914280890794624,0.0009524484822413803,09000064843e1b7e,FNS-2019-0007
120750,0.0007577699282648237,0.9931813915900701,0.0007575918343247979,0.000757582254696806,0.0007575837586519383,0.0007576138326504974,0.0007575953806037604,0.000757602470923775,0.0007576347959943267,0.0007576341538192944,09000064847f546a,FNS-2020-0015
132308,0.0010418650831085262,0.0010419379660298158,0.0010416918314110023,0.0010416832442052394,0.0010416712657930708,0.0010417654810349333,0.0010417174889048063,0.0010417248740630638,0.0010418622952575562,0.9906240804701919,0900006484060a25,FNS-2019-0001
106826,0.0007577024097350794,0.9931814313370128,0.000757591832433735,0.0007576044702275243,0.0007575837554976559,0.0007576138313507947,0.0007575946651738982,0.0007576084076228189,0.0007576344073122824,0.000757634883633526,09000064847c9469,FNS-2020-0015
101728,0.0007577507020486419,0.9931813416445409,0.0007575918323349561,0.0007576368521253556,0.0007575837547553382,0.0007576138321322421,0.0007575980600114142,0.000757608408198864,0.0007576380803398118,0.0007576368335125057,09000064847c8cd1,FNS-2020-0015
51535,0.0009346738997319237,0.0009346513438333662,0.0009346002791860895,0.000934581733936427,0.0009345799990671532,0.0009346242143882135,0.0009346123750607935,0.0009346716280368152,0.9915883626275089,0.0009346418992503464,09000064843e60d3,FNS-2019-0007
57056,0.000934672974125012,0.0009346533950580274,0.0009346002831732047,0.0009345817408588894,0.0009345795154707695,0.0009346242148460902,0.0009346141213250384,0.0009346716056876603,0.9915883596071028,0.0009346425423523928,09000064843e01ff,FNS-2019-0007
26189,0.98977206006984,0.001136589830791007,0.0011363971153880137,0.0011363729990604141,0.0011363783499387789,0.0011364304205988326,0.0011364173722114659,0.0011364165298029295,0.0011364918400620684,0.0011364454723065307,09000064843a2916,FNS-2019-0001
18218,0.9896545430833938,0.0011496699104050169,0.0011494595547383909,0.0011494348815427452,0.0011494403595743333,0.0011494764126145829,0.001149457391208132,0.0011494794167088182,0.0011495340418934124,0.0011495049479207146,090000648439f49a,FNS-2019-0001
103847,0.000757709064888783,0.9931814424919286,0.0007575918342766357,0.000757582255191144,0.0007575837592078158,0.0007576138316584447,0.0007576015385653144,0.0007576084082452936,0.00075763244113267,0.0007576343749054165,09000064847c7a2c,FNS-2020-0015
127120,0.0010206148082728972,0.001020812680812363,0.0010204323007115094,0.0010204240594953427,0.0010204113556463476,0.0010205030217685148,0.001020523290356982,0.0010204640026862432,0.0010205999263656214,0.9908152145538841,0900006484062a03,FNS-2019-0001
14952,0.9896545754969012,0.0011496688147113576,0.0011494595596172792,0.0011494348906105737,0.001149441067519668,0.001149476412610241,0.0011494526975658703,0.001149466198215692,0.001149523235506046,0.0011495016267422224,0900006484399b10,FNS-2019-0001
38254,0.0013159239515603358,0.0013159339024535963,0.0013159155585661384,0.7985925295365025,0.0013157971597308365,0.001315925028867041,0.0013159475413139798,0.0013162094436242988,0.19087989287763152,0.001315924999749588,09000064843b07ea,FNS-2019-0007
31337,0.9897721756423165,0.0011365562347035404,0.001136397123097194,0.0011363730131991056,0.0011363783665647971,0.001136413595719019,0.0011364017595791327,0.0011364036134086908,0.0011364613465765455,0.0011364393048355242,090000648439c977,FNS-2019-0001
10549,0.0045459994999444645,0.0045459224976561385,0.004545548571644418,0.004545538827160727,0.00454551809304412,0.004545847136888405,0.9590873608381483,0.004546465028560142,0.004545830304014153,0.004545969202939289,0900006484117bc3,FNS-2018-0037
34974,0.9897721049532278,0.001136609162582436,0.0011363971288627997,0.0011363730220927228,0.0011363783771430843,0.0011364135974382963,0.0011363965273655345,0.0011364165341338998,0.0011364611989009674,0.001136449498252321,090000648439add5,FNS-2019-0001
82017,0.0015876567344519131,0.08030383413428713,0.0015874197051714964,0.001587322350824256,0.0015873509527799738,0.10638855270862295,0.8021944021454855,0.0015879021543185419,0.001587587593135745,0.0015879715209224925,09000064844a20ba,FNS-2019-0001
133227,0.001031128265962096,0.0010312877055999065,0.001031115850021179,0.001030944058746958,0.0010309310890582704,0.0010310246731257756,0.0010309804877743597,0.001031008853758826,0.0010311342424488424,0.9907204447735038,0900006484068a45,FNS-2019-0001
135022,0.0008548481214340217,0.0008549295408548814,0.0008547483813564202,0.0008549427890022638,0.0008547031869695584,0.0008550229424959828,0.028911929520064182,0.0008547999555657469,0.0008548938910638686,0.964249181671193,090000648407ba38,FNS-2019-0001
114618,0.9921732194997565,0.0008696264782276369,0.0008696993216986861,0.00086957141347463,0.0008695750606527057,0.0008696985846015669,0.0008695936973704326,0.0008696336521408694,0.000869638639049805,0.0008697436530271514,09000064847db162,FNS-2020-0015
115529,0.9921732194997565,0.0008696264782276369,0.0008696993216986861,0.00086957141347463,0.0008695750606527057,0.0008696985846015669,0.0008695936973704326,0.0008696336521408694,0.000869638639049805,0.0008697436530271514,09000064847dbd9e,FNS-2020-0015
5948,0.008334861919069939,0.008334179738088959,0.008333739214120008,0.008333483505783517,0.008333333459323303,0.008333572459704914,0.924996231536119,0.008333502054949336,0.0083334101766234,0.008333685936217528,0900006484103023,FNS-2018-0037
23003,0.9897721982301381,0.0011365436186438799,0.0011363971323038347,0.0011363730293226656,0.0011363783855789591,0.0011364135966434293,0.0011363906605849066,0.0011364165340493277,0.0011364518504551337,0.0011364369622798068,09000064843a095e,FNS-2019-0001
64654,0.9873229318531357,0.0014086718297023108,0.0014087027149712991,0.0014084539193285604,0.0014084688765104128,0.0014085550661764726,0.0014084925793718805,0.0014085279657239684,0.0014086344973112393,0.0014085606977682417,09000064844580b4,FNS-2019-0001
670,0.0008850310865374292,0.0008849840514825846,0.0008849842497686258,0.0008849749494143978,0.0008849627402802999,0.0008850026422706374,0.9920349599247964,0.0008850224470180214,0.0008850518554262343,0.0008850260530052814,09000064841a3bc9,FNS-2019-0009
120489,0.000757702319772765,0.9931814515493738,0.000757591832967771,0.000757582252977072,0.0007575837565940453,0.0007576138314086743,0.0007575956231108853,0.0007576084077792442,0.0007576355701648525,0.0007576348558507362,09000064847f5195,FNS-2020-0015
25807,0.9897721510647276,0.0011365661438323428,0.0011363971226806757,0.001136373012615065,0.0011363783658644956,0.0011364135955310467,0.0011364117953140333,0.0011364036131943417,0.0011364634650576784,0.0011364418211825347,090000648439e883,FNS-2019-0001
117624,0.9921732194997565,0.0008696264782276369,0.0008696993216986861,0.00086957141347463,0.0008695750606527057,0.0008696985846015669,0.0008695936973704326,0.0008696336521408694,0.000869638639049805,0.0008697436530271514,09000064847e78ab,FNS-2020-0015
130329,0.0010206299355274614,0.0010208083409721626,0.0010204323086316146,0.0010204240731520467,0.0010204113716501587,0.0010205199393800643,0.0010205734850737963,0.0010204640052483248,0.0010206228781087631,0.9908151136622556,0900006484062c8a,FNS-2019-0001
35246,0.9895343482049433,0.001162976849960251,0.0011628257679742523,0.001162800510041464,0.0011628061157305304,0.0011628430271730817,0.0011628187533218668,0.0011628325700907926,0.0011628818308902292,0.001162866369874276,09000064843aa133,FNS-2019-0001
110655,0.000752026386286165,0.9932326966588387,0.0007518955335119385,0.0007518860983593138,0.0007518875796091937,0.0007519171999801493,0.000751901245585073,0.0007519060096705056,0.000751938843233618,0.0007519444449254824,09000064847c7f5c,FNS-2020-0015
25118,0.9896546157082188,0.0011496139165114157,0.0011494595602518011,0.0011494348923316029,0.001149440372212153,0.0011494764120895111,0.0011494526973048994,0.0011494794172702482,0.001149523247257793,0.0011495037765516267,090000648439d214,FNS-2019-0001
96654,0.0006757428258300774,0.0006757270891376932,0.0006756831001963298,0.0006756851370114667,0.0006756761198924593,0.9939185828299453,0.0006757043239210118,0.0006756961349346135,0.0006757194340715776,0.0006757830050595984,09000064846cbed4,FNS-2019-0001
13553,0.02000063562118149,0.020000184860145903,0.020000000008722835,0.020000000015667593,0.02000000001779476,0.02000000000100779,0.8199691525684953,0.020015316958040808,0.020011454344157676,0.020003255604785594,09000064843251c1,FNS-2019-0007
133798,0.001020593598750089,0.0010206780987519262,0.0010204323035527623,0.0010204240653946556,0.0010204113631396416,0.0010205030186673618,0.0010204581470469741,0.0010204640017289007,0.0010206040736765567,0.9908154313292912,0900006484069feb,FNS-2019-0001
131137,0.0010103020066204705,0.0010103838799348632,0.0010101246633479892,0.001010116593292521,0.0010101053353123084,0.0010101938825439404,0.0010101560013655814,0.0010101557183043344,0.0010103051692951107,0.9909081567499829,090000648406168c,FNS-2019-0001
103561,0.0007577006176701239,0.9931814505314565,0.0007575918326191805,0.0007575830013792748,0.0007575843741366113,0.0007576138313527522,0.0007575953733295936,0.0007576084076632314,0.0007576366377075331,0.0007576353926850569,09000064847c75d8,FNS-2020-0015
51769,0.0009524763107530657,0.0009524506634991583,0.0009524026004157573,0.0009523833377814199,0.0009523810252670461,0.0009524274617922981,0.000952415608455451,0.0009524770326570132,0.9914281410645193,0.0009524448948596157,09000064843e6a95,FNS-2019-0007
42595,0.0009260218754740095,0.0009260035766429357,0.0009259463791182074,0.0009259281779468845,0.0009259259926105468,0.0009259698701343469,0.0009259579017045634,0.0009260162995355959,0.9916662358312351,0.0009259940955978015,09000064843db174,FNS-2019-0007
122658,0.006251593334828455,0.006250585533824208,0.006250345476570952,0.006250009930135142,0.0062500000354921426,0.006251260956892401,0.3560079067182887,0.36114473722655277,0.00625174639496384,0.23909181439245125,0900006484987652,FNS-2020-0038
87469,0.0004484919543702741,0.0004484796643496017,0.000448447911913437,0.00044844370812877467,0.0004484316016535365,0.00044853128507934187,0.00044848067460604335,0.000448487317526422,0.0004484923463285743,0.995963713536044,09000064847bc6f9,FNS-2020-0015
103572,0.0007520152256319517,0.9932327004113485,0.0007518955334080878,0.000751886098286875,0.00075189790838408,0.0007519171997846878,0.0007518993549606433,0.0007519060095288028,0.0007519429254139817,0.0007519393332524391,09000064847c7b1a,FNS-2020-0015
18281,0.9896546053089709,0.001149618066044629,0.0011494595470768142,0.0011494348694083166,0.0011494403451681103,0.001149476410628301,0.0011494572402896699,0.0011494794133980165,0.0011495246674159136,0.001149504131599403,090000648439fed7,FNS-2019-0001
31143,0.9895343388502676,0.0011629855940119172,0.001162825765328282,0.0011628005053473292,0.0011628061102007688,0.0011628430269641932,0.001162820305013188,0.0011628325693638518,0.001162881451375645,0.0011628658221270974,09000064843a1a24,FNS-2019-0001
143057,0.0025001546033088214,0.0025002512539543708,0.002500125945632243,0.002500009514252682,0.00250000000896178,0.0025004171260542053,0.9774973229942632,0.0025004933890114237,0.0025007834706105387,0.002500441693950724,0900006483fb7509,FNS-2018-0037
110973,0.0007577018083170194,0.993181452673976,0.0007575918341607876,0.0007575822550505959,0.0007575840691135538,0.0007576138315411423,0.000757600387218052,0.0007576024702192699,0.0007576343093720524,0.0007576363610316599,09000064847c9245,FNS-2020-0015
