id,docket_id,topic,likeliness
0900006484338495,USDA-2020-0009,topic_5,0.9876708612075473
09000064843384bc,USDA-2020-0009,topic_5,0.9876708612075473
09000064843384e1,USDA-2020-0009,topic_5,0.9876708612075473
090000648433868c,USDA-2020-0009,topic_5,0.987670861207786
09000064843552ec,USDA-2020-0009,topic_1,0.992622660442067
0900006484355333,USDA-2020-0009,topic_1,0.9926226494144281
0900006484337dab,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337ded,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337e19,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337e32,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337e3a,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337e40,USDA-2020-0009,topic_5,0.987670861207786
0900006484337e4a,USDA-2020-0009,topic_5,0.9595198576785414
090000648432bddf,USDA-2020-0009,topic_5,0.987670861207786
090000648432e12d,USDA-2020-0009,topic_5,0.987670861207786
0900006484331c87,USDA-2020-0009,topic_5,0.987670861207786
0900006484332632,USDA-2020-0009,topic_5,0.987670861207786
0900006484337923,USDA-2020-0009,topic_5,0.9876708612075473
090000648433796b,USDA-2020-0009,topic_5,0.9876708612075473
090000648433797b,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337989,USDA-2020-0009,topic_5,0.9876708612075473
0900006484370633,USDA-2020-0009,topic_5,0.987670861207786
0900006484370638,USDA-2020-0009,topic_5,0.987670861207786
0900006484370642,USDA-2020-0009,topic_5,0.987670861207786
0900006484372450,USDA-2020-0009,topic_5,0.987670861207786
0900006484372452,USDA-2020-0009,topic_5,0.987670861207786
09000064843724cd,USDA-2020-0009,topic_5,0.987670861207786
090000648437257d,USDA-2020-0009,topic_5,0.987670861207786
09000064843725a8,USDA-2020-0009,topic_5,0.987670861207786
09000064843725c1,USDA-2020-0009,topic_5,0.987670861207786
09000064843725c5,USDA-2020-0009,topic_5,0.987670861207786
09000064843706bb,USDA-2020-0009,topic_5,0.987670861207786
09000064843706c1,USDA-2020-0009,topic_5,0.987670861207786
0900006484370823,USDA-2020-0009,topic_5,0.987670861207786
090000648437084c,USDA-2020-0009,topic_5,0.987670861207786
0900006484372709,USDA-2020-0009,topic_5,0.987670861207786
0900006484372711,USDA-2020-0009,topic_5,0.987670861207786
0900006484372720,USDA-2020-0009,topic_5,0.987670861207786
0900006484372723,USDA-2020-0009,topic_5,0.987670861207786
090000648437278d,USDA-2020-0009,topic_5,0.987670861207786
09000064843727a0,USDA-2020-0009,topic_5,0.987670861207786
09000064843727d0,USDA-2020-0009,topic_5,0.987670861207786
0900006484372818,USDA-2020-0009,topic_5,0.987670861207786
090000648437281b,USDA-2020-0009,topic_5,0.987670861207786
0900006484372825,USDA-2020-0009,topic_5,0.987670861207786
0900006484372829,USDA-2020-0009,topic_5,0.987670861207786
090000648437282d,USDA-2020-0009,topic_5,0.987670861207786
0900006484372837,USDA-2020-0009,topic_5,0.987670861207786
0900006484372847,USDA-2020-0009,topic_5,0.987670861207786
090000648437284a,USDA-2020-0009,topic_5,0.987670861207786
0900006484372871,USDA-2020-0009,topic_5,0.987670861207786
0900006484372889,USDA-2020-0009,topic_5,0.987670861207786
0900006484337e61,USDA-2020-0009,topic_5,0.987670861207786
0900006484337ecb,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337ed8,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337edb,USDA-2020-0009,topic_5,0.987670861207786
0900006484337ee9,USDA-2020-0009,topic_5,0.987670861207786
0900006484337ef3,USDA-2020-0009,topic_5,0.9580908576281556
0900006484337f08,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337f63,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337f75,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337f94,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337f97,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337ff1,USDA-2020-0009,topic_5,0.9876708612075473
0900006484338000,USDA-2020-0009,topic_5,0.9876708612075473
0900006484338007,USDA-2020-0009,topic_5,0.9876708612075473
0900006484338158,USDA-2020-0009,topic_5,0.987670861207786
090000648433815c,USDA-2020-0009,topic_5,0.987670861207786
0900006484338166,USDA-2020-0009,topic_5,0.987670861207786
090000648433817e,USDA-2020-0009,topic_5,0.9876708612075473
0900006484376fbe,USDA-2020-0009,topic_7,0.9836358628906231
0900006484376fca,USDA-2020-0009,topic_7,0.9836358628906231
090000648437702c,USDA-2020-0009,topic_7,0.9836358628906231
09000064843379eb,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337a02,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337a3b,USDA-2020-0009,topic_5,0.9888869012196448
0900006484337a4b,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337a5f,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337a74,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337aa6,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337aea,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337b20,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337bb8,USDA-2020-0009,topic_5,0.987670861207786
0900006484337c09,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337c81,USDA-2020-0009,topic_5,0.987670861207786
0900006484337c95,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337cc9,USDA-2020-0009,topic_5,0.987670861207786
0900006484337cd4,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337d8c,USDA-2020-0009,topic_5,0.9876708612075473
0900006484337d8e,USDA-2020-0009,topic_5,0.9876708612075473
0900006484375521,USDA-2020-0009,topic_7,0.9836358628906231
090000648437567e,USDA-2020-0009,topic_7,0.9836358628906231
090000648437580c,USDA-2020-0009,topic_1,0.9926225812818893
0900006484374e01,USDA-2020-0009,topic_5,0.987670861207786
0900006484374e07,USDA-2020-0009,topic_5,0.987670861207786
0900006484374e44,USDA-2020-0009,topic_7,0.9836358628906231
0900006484374ec2,USDA-2020-0009,topic_5,0.987670861207786
0900006484374ed9,USDA-2020-0009,topic_5,0.987670861207786
0900006484374ffc,USDA-2020-0009,topic_1,0.9926226604015986
090000648437508b,USDA-2020-0009,topic_7,0.9836358628906231
09000064843750ed,USDA-2020-0009,topic_5,0.987670861207786
09000064843729c9,USDA-2020-0009,topic_5,0.987670861207786
0900006484372a5c,USDA-2020-0009,topic_5,0.987670861207786
0900006484372b5f,USDA-2020-0009,topic_5,0.987670861207786
0900006484372e56,USDA-2020-0009,topic_5,0.987670861207786
0900006484372e6e,USDA-2020-0009,topic_5,0.987670861207786
0900006484372e80,USDA-2020-0009,topic_5,0.987670861207786
0900006484372e9c,USDA-2020-0009,topic_5,0.987670861207786
0900006484372eb2,USDA-2020-0009,topic_5,0.987670861207786
0900006484372ec4,USDA-2020-0009,topic_5,0.987670861207786
0900006484372f23,USDA-2020-0009,topic_5,0.987670861207786
0900006484372f8c,USDA-2020-0009,topic_5,0.987670861207786
0900006484372f91,USDA-2020-0009,topic_5,0.987670861207786
0900006484372f9d,USDA-2020-0009,topic_5,0.987670861207786
0900006484372fa4,USDA-2020-0009,topic_5,0.987670861207786
0900006484372fdf,USDA-2020-0009,topic_5,0.987670861207786
0900006484372fe5,USDA-2020-0009,topic_5,0.987670861207786
0900006484373067,USDA-2020-0009,topic_5,0.987670861207786
09000064843730a5,USDA-2020-0009,topic_5,0.987670861207786
090000648437312a,USDA-2020-0009,topic_5,0.987670861207786
090000648437f61b,USDA-2020-0009,topic_1,0.9926226603728089
09000064843731cc,USDA-2020-0009,topic_5,0.987670861207786
0900006484373218,USDA-2020-0009,topic_5,0.987670861207786
090000648437321c,USDA-2020-0009,topic_5,0.987670861207786
090000648437326d,USDA-2020-0009,topic_5,0.987670861207786
090000648437327b,USDA-2020-0009,topic_5,0.987670861207786
0900006484373286,USDA-2020-0009,topic_5,0.987670861207786
090000648437329f,USDA-2020-0009,topic_5,0.987670861207786
09000064843732b0,USDA-2020-0009,topic_5,0.987670861207786
09000064843732bf,USDA-2020-0009,topic_5,0.987670861207786
09000064843732c0,USDA-2020-0009,topic_5,0.987670861207786
09000064843732cd,USDA-2020-0009,topic_5,0.987670861207786
0900006484373352,USDA-2020-0009,topic_5,0.987670861207786
0900006484373365,USDA-2020-0009,topic_5,0.987670861207786
090000648437336d,USDA-2020-0009,topic_5,0.987670861207786
09000064843733a8,USDA-2020-0009,topic_5,0.987670861207786
0900006484373480,USDA-2020-0009,topic_5,0.987670861207786
0900006484373488,USDA-2020-0009,topic_5,0.987670861207786
0900006484373491,USDA-2020-0009,topic_5,0.987670861207786
0900006484373494,USDA-2020-0009,topic_5,0.987670861207786
0900006484373520,USDA-2020-0009,topic_1,0.9926226603839998
0900006484374333,USDA-2020-0009,topic_5,0.987670861207786
0900006484374406,USDA-2020-0009,topic_5,0.987670861207786
09000064843745f5,USDA-2020-0009,topic_5,0.987670861207786
0900006484374631,USDA-2020-0009,topic_5,0.987670861207786
09000064843746b2,USDA-2020-0009,topic_7,0.9836358628906231
090000648437471d,USDA-2020-0009,topic_1,0.992622633571529
090000648437473d,USDA-2020-0009,topic_7,0.9836358628906231
0900006484374b11,USDA-2020-0009,topic_5,0.987670861207786
0900006484374b32,USDA-2020-0009,topic_5,0.987670861207786
0900006484374b59,USDA-2020-0009,topic_1,0.9926226603095438
0900006484374b76,USDA-2020-0009,topic_5,0.987670861207786
0900006484374bb7,USDA-2020-0009,topic_1,0.9926226603555878
0900006484373660,USDA-2020-0009,topic_5,0.987670861207786
0900006484373684,USDA-2020-0009,topic_1,0.9926826008120896
090000648437368e,USDA-2020-0009,topic_5,0.987670861207786
09000064843736a2,USDA-2020-0009,topic_5,0.987670861207786
09000064843736a9,USDA-2020-0009,topic_5,0.987670861207786
09000064843736ac,USDA-2020-0009,topic_5,0.987670861207786
09000064843736bc,USDA-2020-0009,topic_5,0.987670861207786
0900006484373700,USDA-2020-0009,topic_5,0.987670861207786
09000064843737c9,USDA-2020-0009,topic_5,0.987670861207786
09000064843737cc,USDA-2020-0009,topic_5,0.987670861207786
090000648437386c,USDA-2020-0009,topic_5,0.987670861207786
090000648437386d,USDA-2020-0009,topic_5,0.987670861207786
09000064843738a2,USDA-2020-0009,topic_5,0.987670861207786
0900006484373973,USDA-2020-0009,topic_5,0.987670861207786
0900006484373ab4,USDA-2020-0009,topic_5,0.987670861207786
0900006484373ac4,USDA-2020-0009,topic_5,0.987670861207786
0900006484373ac6,USDA-2020-0009,topic_5,0.987670861207786
0900006484373afe,USDA-2020-0009,topic_5,0.987670861207786
0900006484373bf6,USDA-2020-0009,topic_5,0.987670861207786
0900006484373c59,USDA-2020-0009,topic_1,0.9926226591206476
0900006484373c5f,USDA-2020-0009,topic_1,0.9927416633554238
0900006484373f9b,USDA-2020-0009,topic_5,0.987670861207786
090000648437539a,USDA-2020-0009,topic_5,0.987670861207786
0900006484375527,USDA-2020-0009,topic_7,0.9836358628906231
0900006484375571,USDA-2020-0009,topic_5,0.987670861207786
090000648437557f,USDA-2020-0009,topic_5,0.987670861207786
0900006484375590,USDA-2020-0009,topic_5,0.987670861207786
0900006484375785,USDA-2020-0009,topic_7,0.9836358628906231
090000648437702f,USDA-2020-0009,topic_7,0.9836358628906231
0900006484377389,USDA-2020-0009,topic_7,0.9836358628906231
09000064843773ab,USDA-2020-0009,topic_7,0.9836358628906231
0900006484377410,USDA-2020-0009,topic_7,0.9836358628906231
090000648437748a,USDA-2020-0009,topic_1,0.9926225736368568
09000064843774d2,USDA-2020-0009,topic_1,0.9926226491653461
090000648437755a,USDA-2020-0009,topic_7,0.9836358628906231
0900006484377627,USDA-2020-0009,topic_7,0.9836358628906231
090000648433cf7c,USDA-2020-0009,topic_5,0.987670861207786
090000648433fa6d,USDA-2020-0009,topic_5,0.9876708612075473
090000648433fab7,USDA-2020-0009,topic_5,0.9876708612075473
090000648433fe5a,USDA-2020-0009,topic_5,0.987670861207786
0900006484340954,USDA-2020-0009,topic_5,0.9876708612075473
0900006484343bc5,USDA-2020-0009,topic_5,0.8957611857027343
09000064843452b7,USDA-2020-0009,topic_5,0.9876708612075473
09000064843472e0,USDA-2020-0009,topic_5,0.987670861207786
0900006484347381,USDA-2020-0009,topic_1,0.9926225109559523
090000648434738f,USDA-2020-0009,topic_1,0.9926226603778185
0900006484347786,USDA-2020-0009,topic_1,0.9926226603095638
0900006484348216,USDA-2020-0009,topic_1,0.9926226603555892
090000648435c59f,USDA-2020-0009,topic_5,0.987670861207786
090000648435c6c1,USDA-2020-0009,topic_1,0.9481687104397583
090000648435cc32,USDA-2020-0009,topic_5,0.987670861207786
090000648435cc6a,USDA-2020-0009,topic_5,0.987670861207786
090000648435cc6d,USDA-2020-0009,topic_5,0.987670861207786
090000648435cda4,USDA-2020-0009,topic_5,0.987670861207786
090000648435cdd4,USDA-2020-0009,topic_5,0.987670861207786
090000648435cde1,USDA-2020-0009,topic_5,0.987670861207786
090000648435ce56,USDA-2020-0009,topic_5,0.987670861207786
090000648435ce5a,USDA-2020-0009,topic_5,0.987670861207786
090000648435d115,USDA-2020-0009,topic_5,0.987670861207786
09000064843481eb,USDA-2020-0009,topic_1,0.9926226603809817
0900006484348201,USDA-2020-0009,topic_1,0.9926225801767516
09000064843484aa,USDA-2020-0009,topic_1,0.9788928943601573
09000064843484bf,USDA-2020-0009,topic_1,0.9926225917544151
090000648435d1d9,USDA-2020-0009,topic_5,0.9374559080839464
090000648430e119,USDA-2020-0009,topic_5,0.8452985612230112
0900006484310df0,USDA-2020-0009,topic_1,0.9926226604420714
09000064843390c5,USDA-2020-0009,topic_5,0.987670861207786
09000064843390c6,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339123,USDA-2020-0009,topic_5,0.9876708612075473
09000064843391fc,USDA-2020-0009,topic_5,0.9876708612075473
09000064843393be,USDA-2020-0009,topic_5,0.987670861207786
0900006484339468,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339642,USDA-2020-0009,topic_5,0.8830928625803344
0900006484339643,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339948,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339960,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339a5b,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339a6f,USDA-2020-0009,topic_5,0.987670861207786
0900006484339b1a,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339b47,USDA-2020-0009,topic_5,0.9876708612075473
0900006484339ba1,USDA-2020-0009,topic_5,0.9876708612075473
090000648433acea,USDA-2020-0009,topic_5,0.9876708612075473
090000648433afe6,USDA-2020-0009,topic_5,0.959441215528903
090000648433b15e,USDA-2020-0009,topic_5,0.987670861207786
090000648433b21a,USDA-2020-0009,topic_5,0.9876708612075473
090000648433c4d7,USDA-2020-0009,topic_5,0.9876708612075473
090000648433c505,USDA-2020-0009,topic_5,0.987670861207786
090000648433c67e,USDA-2020-0009,topic_5,0.9878367048537315
090000648433c966,USDA-2020-0009,topic_5,0.9876708612075473
090000648433ca3f,USDA-2020-0009,topic_5,0.9876708612075473
090000648433cf77,USDA-2020-0009,topic_5,0.9876708612075473
09000064843489bc,USDA-2020-0009,topic_1,0.9926226603555586
090000648433d362,USDA-2020-0009,topic_5,0.9876708612075473
090000648433d6b6,USDA-2020-0009,topic_5,0.9876708612075473
090000648433d7b2,USDA-2020-0009,topic_5,0.987670861207786
090000648433d7d9,USDA-2020-0009,topic_5,0.9876708612075473
090000648433db51,USDA-2020-0009,topic_5,0.9876708612075473
090000648433db81,USDA-2020-0009,topic_5,0.9876708612075473
090000648433df09,USDA-2020-0009,topic_5,0.9876708612075473
090000648433e25f,USDA-2020-0009,topic_5,0.9876708612075473
090000648433e924,USDA-2020-0009,topic_5,0.9876708612075473
090000648433e949,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f263,USDA-2020-0009,topic_5,0.987670861207786
090000648433f2a6,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f349,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f3a5,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f40a,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f439,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f4bf,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f575,USDA-2020-0009,topic_5,0.987670861207786
090000648433f594,USDA-2020-0009,topic_5,0.9435583204497731
090000648433f5d2,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f6ad,USDA-2020-0009,topic_5,0.9876708189897572
090000648433f795,USDA-2020-0009,topic_5,0.987670861207786
090000648433f8f9,USDA-2020-0009,topic_5,0.9876708612075473
090000648433f99f,USDA-2020-0009,topic_5,0.9876708612075473
0900006484348fd1,USDA-2020-0009,topic_1,0.9926226603095705
0900006484340c4c,USDA-2020-0009,topic_5,0.987670861207786
0900006484340d37,USDA-2020-0009,topic_5,0.987670861207786
0900006484340d87,USDA-2020-0009,topic_5,0.9876708612075473
0900006484340d8f,USDA-2020-0009,topic_5,0.9876708612075473
0900006484340e23,USDA-2020-0009,topic_5,0.9876708612075473
0900006484340e2e,USDA-2020-0009,topic_5,0.9580916209321966
0900006484340ef6,USDA-2020-0009,topic_5,0.987670861207786
09000064843410ab,USDA-2020-0009,topic_5,0.9876708612075473
0900006484341151,USDA-2020-0009,topic_5,0.9876708612075473
0900006484341186,USDA-2020-0009,topic_5,0.9876708612075473
0900006484341199,USDA-2020-0009,topic_5,0.9043105901406766
0900006484341682,USDA-2020-0009,topic_5,0.9876708612075473
0900006484341c84,USDA-2020-0009,topic_5,0.9876708612075473
0900006484341db4,USDA-2020-0009,topic_5,0.9876708612075473
0900006484341e6f,USDA-2020-0009,topic_5,0.9876708612075473
09000064843420db,USDA-2020-0009,topic_5,0.9876708612075473
0900006484342237,USDA-2020-0009,topic_5,0.9876708612075473
090000648434232e,USDA-2020-0009,topic_5,0.987670861207786
0900006484342736,USDA-2020-0009,topic_5,0.9876708612075473
09000064843429e3,USDA-2020-0009,topic_5,0.987670861207786
0900006484342c08,USDA-2020-0009,topic_5,0.9281904499752694
0900006484349679,USDA-2020-0009,topic_1,0.9926226603777826
09000064843496ec,USDA-2020-0009,topic_1,0.9926226593582156
090000648435d338,USDA-2020-0009,topic_5,0.987670861207786
090000648435d37d,USDA-2020-0009,topic_5,0.987670861207786
090000648435d384,USDA-2020-0009,topic_5,0.987670861207786
090000648435d3ac,USDA-2020-0009,topic_5,0.987670861207786
090000648435d3b8,USDA-2020-0009,topic_5,0.987670861207786
090000648435d3c7,USDA-2020-0009,topic_5,0.987670861207786
090000648435d3e1,USDA-2020-0009,topic_5,0.987670861207786
0900006484361169,USDA-2020-0009,topic_5,0.987670861207786
090000648436117e,USDA-2020-0009,topic_5,0.987670861207786
090000648436118b,USDA-2020-0009,topic_5,0.987670861207786
090000648436119b,USDA-2020-0009,topic_5,0.987670861207786
09000064843611a4,USDA-2020-0009,topic_5,0.987670861207786
09000064843611e7,USDA-2020-0009,topic_5,0.987670861207786
0900006484361204,USDA-2020-0009,topic_5,0.987670861207786
0900006484361210,USDA-2020-0009,topic_5,0.987670861207786
0900006484361214,USDA-2020-0009,topic_5,0.987670861207786
0900006484361220,USDA-2020-0009,topic_5,0.987670861207786
0900006484361224,USDA-2020-0009,topic_5,0.987670861207786
0900006484361229,USDA-2020-0009,topic_5,0.987670861207786
090000648436122f,USDA-2020-0009,topic_5,0.987670861207786
0900006484361284,USDA-2020-0009,topic_5,0.987670861207786
0900006484361d35,USDA-2020-0009,topic_5,0.987670861207786
0900006484361d54,USDA-2020-0009,topic_5,0.987670861207786
0900006484361d6c,USDA-2020-0009,topic_5,0.987670861207786
0900006484361d7e,USDA-2020-0009,topic_5,0.987670861207786
0900006484361d8c,USDA-2020-0009,topic_5,0.987670861207786
0900006484361d94,USDA-2020-0009,topic_5,0.987670861207786
0900006484361de4,USDA-2020-0009,topic_5,0.987670861207786
0900006484361def,USDA-2020-0009,topic_5,0.987670861207786
0900006484361dfe,USDA-2020-0009,topic_5,0.987670861207786
0900006484382c73,USDA-2020-0009,topic_5,0.987670861207786
